TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
1596717208459	160.100861	-20.381952	-16.068773	0.961128	0.004810	0.016776	-0.275552	img_front_left_0_1596717208458696000.png
1596717208737	161.283661	-21.120897	-16.117476	0.961128	0.004810	0.016776	-0.275553	img_front_left_0_1596717208736454000.png
1596717209005	162.417297	-21.829140	-16.164145	0.961127	0.004810	0.016776	-0.275554	img_front_left_0_1596717209005073000.png
1596717209282	163.548920	-22.536112	-16.210741	0.961127	0.004810	0.016776	-0.275554	img_front_left_0_1596717209282052000.png
1596717209541	164.723007	-23.269609	-16.259087	0.961127	0.004810	0.016776	-0.275555	img_front_left_0_1596717209540971000.png
1596717209804	165.476852	-23.740566	-16.290127	0.961127	0.004810	0.016776	-0.275555	img_front_left_0_1596717209804270000.png
1596717210074	166.608688	-24.447695	-16.336729	0.961127	0.004810	0.016776	-0.275556	img_front_left_0_1596717210074152000.png
1596717210345	167.747284	-25.159042	-16.383608	0.961126	0.004810	0.016776	-0.275557	img_front_left_0_1596717210344651000.png
1596717210615	169.331970	-26.149082	-16.448862	0.961126	0.004810	0.016776	-0.275558	img_front_left_0_1596717210614837000.png
1596717210886	169.331970	-26.149082	-16.448862	0.965789	0.004516	0.016858	-0.258742	img_front_left_0_1596717210886276000.png
1596717211154	170.532501	-26.842070	-16.497271	0.965789	0.004516	0.016858	-0.258742	img_front_left_0_1596717211153784000.png
1596717211428	171.687515	-27.508808	-16.543842	0.965789	0.004516	0.016858	-0.258742	img_front_left_0_1596717211427633000.png
1596717211699	172.072678	-27.731152	-16.559374	0.968010	0.004369	0.016896	-0.250304	img_front_left_0_1596717211698675000.png
1596717211966	173.222015	-28.368124	-16.605263	0.968010	0.004369	0.016896	-0.250304	img_front_left_0_1596717211966131000.png
1596717212232	174.382965	-29.011522	-16.651615	0.968010	0.004369	0.016896	-0.250304	img_front_left_0_1596717212231882000.png
1596717212499	175.521820	-29.642675	-16.697084	0.968010	0.004369	0.016896	-0.250304	img_front_left_0_1596717212498702000.png
1596717212747	176.681381	-30.285332	-16.743383	0.968010	0.004369	0.016896	-0.250304	img_front_left_0_1596717212747475000.png
1596717213012	177.067871	-30.499531	-16.758814	0.972231	0.004073	0.016970	-0.233372	img_front_left_0_1596717213012381000.png
1596717213269	178.568985	-31.264238	-16.817646	0.972231	0.004073	0.016970	-0.233371	img_front_left_0_1596717213268970000.png
1596717213546	179.743271	-31.862461	-16.863667	0.972231	0.004073	0.016970	-0.233370	img_front_left_0_1596717213545817000.png
1596717213800	180.882401	-32.442734	-16.908310	0.972232	0.004073	0.016970	-0.233370	img_front_left_0_1596717213800225000.png
1596717214058	180.882401	-32.442734	-16.908310	0.976156	0.003777	0.017039	-0.216366	img_front_left_0_1596717214058293000.png
1596717214319	182.465363	-33.180702	-16.969301	0.976157	0.003777	0.017039	-0.216365	img_front_left_0_1596717214318291000.png
1596717214576	183.632477	-33.724804	-17.014267	0.976157	0.003777	0.017039	-0.216364	img_front_left_0_1596717214575947000.png
1596717214835	184.813904	-34.275585	-17.059784	0.976157	0.003777	0.017039	-0.216363	img_front_left_0_1596717214835083000.png
1596717215097	185.207397	-34.459042	-17.074945	0.978008	0.003628	0.017071	-0.207836	img_front_left_0_1596717215096519000.png
1596717215367	185.996506	-34.810291	-17.105112	0.978008	0.003628	0.017071	-0.207835	img_front_left_0_1596717215366618000.png
1596717215619	187.180695	-35.337383	-17.150375	0.978008	0.003628	0.017071	-0.207834	img_front_left_0_1596717215618870000.png
1596717215877	188.348953	-35.857384	-17.195034	0.978009	0.003628	0.017071	-0.207834	img_front_left_0_1596717215876760000.png
1596717216138	189.526733	-36.381599	-17.240049	0.978009	0.003628	0.017071	-0.207833	img_front_left_0_1596717216137763000.png
1596717216403	191.153870	-37.105858	-17.302246	0.977823	0.005441	0.025605	-0.207792	img_front_left_0_1596717216403525000.png
1596717216654	192.285507	-37.609550	-17.410610	0.977227	0.009067	0.042666	-0.207664	img_front_left_0_1596717216653531000.png
1596717216906	193.415894	-38.112694	-17.518862	0.977227	0.009067	0.042666	-0.207664	img_front_left_0_1596717216906374000.png
1596717217160	194.579315	-38.630527	-17.630274	0.977228	0.009067	0.042666	-0.207663	img_front_left_0_1596717217159906000.png
1596717217417	194.967209	-38.803185	-17.667418	0.976818	0.010878	0.051192	-0.207575	img_front_left_0_1596717217417133000.png
1596717217678	195.782455	-39.166054	-17.761206	0.976818	0.010878	0.051192	-0.207575	img_front_left_0_1596717217678041000.png
1596717217931	196.947693	-39.684708	-17.895258	0.976818	0.010878	0.051192	-0.207574	img_front_left_0_1596717217930972000.png
1596717218188	198.487457	-40.370037	-18.072397	0.976819	0.010878	0.051192	-0.207573	img_front_left_0_1596717218188388000.png
1596717218449	200.068985	-41.073963	-18.254341	0.976819	0.010878	0.051192	-0.207572	img_front_left_0_1596717218448823000.png
1596717218707	200.068985	-41.073963	-18.254341	0.975777	0.014499	0.068232	-0.207350	img_front_left_0_1596717218707121000.png
1596717218964	200.831924	-41.413555	-18.371708	0.975777	0.014499	0.068233	-0.207350	img_front_left_0_1596717218963849000.png
1596717219218	201.959717	-41.915508	-18.545200	0.975777	0.014499	0.068233	-0.207349	img_front_left_0_1596717219217611000.png
1596717219481	203.102646	-42.424217	-18.721016	0.975777	0.014499	0.068233	-0.207348	img_front_left_0_1596717219481404000.png
